
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Minocycline Hydrochloride Tablet","Strides Pharma Inc.","877-244-9825","Minocycline Hydrochloride, Tablet, 75 mg (NDC 64380-155-01)","New","01/22/2025","","Discontinuation is a commercial decision based on the current business and not for reasons of safety or effectiveness.","","","Antiviral","To Be Discontinued","","01/22/2025","01/22/2025","","","","","","",""
"Minocycline Hydrochloride Tablet","Strides Pharma Inc.","877-244-9825","Minocycline Hydrochloride, Tablet, 100 mg (NDC 64380-156-01)","New","01/22/2025","","Discontinuation is a commercial decision based on the current business and not for reasons of safety or effectiveness.","","","Antiviral","To Be Discontinued","","01/22/2025","01/22/2025","","","","","","",""
"Mitomycin Injection","Accord Healthcare Inc.","866-941-7875","Mitomycin, Injection, 20 mg/40 mL (NDC 16729-108-11)","New","01/17/2025","","Permanent discontinuation in the manufacturing of the drug.","","","Anti-Infective","To Be Discontinued","","01/17/2025","01/17/2025","","","","","","",""
"Montelukast Sodium Granule","Organon","844-674-3200","Singulair, Granule, 4 mg (NDC 78206-171-01)","New","03/24/2025","","","","","Pulmonary/Allergy","To Be Discontinued","","03/24/2025","03/24/2025","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 0409-1891-23)","New","07/08/2025","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","07/08/2025","07/08/2025","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 8 mg/1 mL (NDC 0409-1892-01)","New","07/08/2025","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","07/08/2025","07/08/2025","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 10 mg/1 mL (NDC 0409-1893-01)","New","07/08/2025","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","07/08/2025","07/08/2025","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 2 mg/1 mL (NDC 76045-004-11)","Revised","09/02/2025","Unavailable","Backordered. Next release September 2025. Check wholesalers for inventory.","","Other","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 76045-005-11)","Reverified","09/18/2025","Available","Check wholesalers for inventory","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Amphastar Pharmaceuticals, Inc.","800-423-4136","Morphine Sulfate, Injection, 1 mg/1 mL (NDC 76329-1912-1)","Reverified","09/16/2025","Available","","","","Analgesia/Addiction","Current","","","12/06/2018","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 2 mg/1 mL (NDC 63323-452-01)","Reverified","09/02/2025","Unavailable","Backordered. Next release September 2025. Check wholesalers for inventory.","","Demand increase for the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 63323-454-01)","Revised","09/02/2025","Unavailable","Backordered. Next release September 2025. Check wholesalers for inventory.","","Other","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 5 mg/1 mL (NDC 63323-455-01)","Reverified","09/18/2025","Unavailable","Not available at this time.","","Demand increase for the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Fresenius Kabi USA, LLC","888-386-1300","Morphine Sulfate, Injection, 10 mg/1 mL (NDC 63323-451-01)","Reverified","09/18/2025","Available","Check wholesalers for inventory","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Duramorph (Morphine Sulfate Injection, USP), Injection, 1 mg/1 mL (NDC 0641-6019-10)","Reverified","07/23/2025","Available","Additional lots are scheduled to be manufactured.  Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Duramorph (Morphine Sulfate Injection, USP), Injection, .5 mg/1 mL (NDC 0641-6020-10)","Reverified","07/23/2025","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Infumorph 200 (Preservative-Free Morphine Sulfate Sterile Solution), Injection, 10 mg/1 mL (NDC 0641-6039-01)","Reverified","07/23/2025","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Infumorph 500 (Preservative-Free Morphine Sulfate Sterile Solution), Injection, 25 mg/1 mL (NDC 0641-6040-01)","Reverified","07/23/2025","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 2 mg/1 mL Syringes (NDC 0409-1890-01)","Revised","08/15/2025","Unavailable","Next Delivery: September 2025; Estimated Recovery: December 2025","","Other","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 4 mg/1 mL Syringes (NDC 0409-1891-01)","Revised","08/15/2025","Unavailable","Next Delivery: October 2025; Estimated Recovery: December 2025","","Other","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 8 mg/1 mL Syringes (NDC 0409-1892-01)","Revised","08/15/2025","Unavailable","","","Discontinuation of the manufacture of the drug","Analgesia/Addiction","Current","01/03/2025","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 10 mg/1 mL Syringes (NDC 0409-1893-01)","Reverified","08/15/2025","Unavailable","Discontinuation of the manufacture of the drug","","Discontinuation of the manufacture of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 5 mg/10 mL (0.5 mg/mL) (NDC 0409-3814-12)","Reverified","08/15/2025","Available","","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 10 mg/10 mL (1 mg/mL) (NDC 0409-3815-12)","Reverified","08/15/2025","Available","","","","Analgesia/Addiction","Current","01/03/2025","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 50 mg/1 mL (NDC 0409-1896-20)","Reverified","08/15/2025","Available","","","","Analgesia/Addiction","Current","01/03/2025","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Morphine Sulfate, Injection, 50 mg/1 mL (NDC 0409-1134-05)","Reverified","08/15/2025","Available","","","","Analgesia/Addiction","Current","01/03/2025","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Morphine Sulfate, Injection, 4 mg/1 mL (NDC 0641-6125-25)","Reverified","07/23/2025","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Morphine Sulfate, Injection, 8 mg/1 mL (NDC 0641-6126-25)","Reverified","07/23/2025","Unavailable","Additional lots will be available in the May 2025 timeframe.  Product will be made available as it is released.","","Demand increase for the drug","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Morphine Sulfate, Injection, 10 mg/1 mL (NDC 0641-6127-25)","Reverified","07/23/2025","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Piramal Critical Care Inc.","800-414-1901","Mitigo (Morphine Sulfate Injection, USP), Injection, 200 mg/20 mL (NDC 66794-160-02)","Reverified","09/08/2025","Limited Availability","On allocation","","Demand increase for the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Piramal Critical Care Inc.","800-414-1901","Mitigo (Morphine Sulfate Injection, USP), Injection, 500 mg/20 mL (NDC 66794-162-02)","Reverified","09/08/2025","Limited Availability","On allocation","","Demand increase for the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Naltrexone Hydrochloride Tablet","Accord Healthcare Inc.","866-941-7875, option 2","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 16729-081-01)","Reverified","09/16/2025","Available","","","","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Accord Healthcare Inc.","866-941-7857, option 2","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 16729-081-10)","Reverified","09/16/2025","Available","","","","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Elite Laboratories, Inc.","888-852-6657","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 51224-206-50)","Revised","09/15/2025","Available","Marketed by Tagi Pharma; Customer service: 800-397-9228","","","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Elite Laboratories, Inc.","888-852-6657","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 51224-206-30)","Revised","09/15/2025","Available","Marketed by Tagi Pharma; Customer service: 800-397-9228","","","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Elite Laboratories, Inc.","888-852-6657","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 68094-909-50)","Revised","09/15/2025","Available","Marketed by Precision Dose; Customer service: 800-397-9228","","","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Elite Laboratories, Inc.","888-852-6657","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 68094-909-30)","Revised","09/15/2025","Available","Marketed by Precision Dose; Customer service: 800-397-9228","","","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Sun Pharmaceutical Industries, Inc.","800-818-4555","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 47335-326-88)","Revised","09/05/2025","Limited Availability","Q4 2025","","Other","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Sun Pharmaceutical Industries, Inc.","800-818-4555","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 47335-326-83)","Revised","09/05/2025","Limited Availability","Q4 2025","","Other","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Sun Pharmaceutical Industries, Inc.","800-818-4555","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 47335-326-08)","Revised","09/05/2025","Unavailable","Currently not marketed","","Other","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Sun Pharmaceutical Industries, Inc.","800-818-4555","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 47335-326-18)","Revised","09/05/2025","Unavailable","Currently not marketed","","Other","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","SpecGx LLC","800-325-8888","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 0406-1170-01)","Reverified","09/15/2025","Limited Availability","Long term allocations to all customers with intermittent backorder expected through 2025.","","Demand increase for the drug","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","SpecGx LLC","800-325-8888","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 0406-1170-03)","Reverified","09/15/2025","Available","Long term allocations to all customers with intermittent backorder expected through 2025.","","Demand increase for the drug","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Chartwell Molecular Holdings LLC","845-268-5000 Ext. 510","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 62135-242-60)","Reverified","08/19/2025","Available","","","","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Elite Laboratories, Inc.","888-852-6657","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 64850-300-30)","Revised","09/15/2025","Available","","","","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Naltrexone Hydrochloride Tablet","Elite Laboratories, Inc.","888-852-6657","Naltrexone Hydrochloride, Tablet, 50 mg (NDC 64850-300-01)","Revised","09/15/2025","Available","","","","Analgesia/Addiction","Current","","","02/29/2024","","","","","","",""
"Nitroglycerin Injection","Baxter Healthcare","Baxter Healthcare 888-229-0001","Nitroglycerin in Dextrose 5%, Injection, 20 mg/100 mL (NDC 0338-1049-02)","Revised","09/03/2025","Unavailable","Manufacturing delay; Recovery in October 2025","","Other","Cardiovascular","Current","","","10/06/2023","","","","","","",""
"Nitroglycerin Injection","Baxter Healthcare","Baxter Healthcare 888-229-0001","Nitroglycerin in Dextrose 5%, Injection, 40 mg/100 mL (NDC 0338-1051-02)","Revised","09/03/2025","Unavailable","Manufacturing delay; Recovery in September 2025","","Other","Cardiovascular","Current","","","10/06/2023","","","","","","",""
"Nitroglycerin Injection","Baxter Healthcare","Baxter Healthcare 888-229-0001","Nitroglycerin in Dextrose 5%, Injection, 10 mg/100 mL (NDC 0338-1047-02)","Reverified","09/03/2025","Unavailable","Manufacturing delay; Recovery in October 2025","","Other","Cardiovascular","Current","","","10/06/2023","","","","","","",""
"Nitroglycerin Injection","American Regent, Inc.","800-645-1706","Nitroglycerin, Injection, 5 mg/1 mL (NDC 0517-4810-25)","Reverified","08/19/2025","Available","","","","Cardiovascular","Current","","","10/06/2023","","","","","","",""
"Norepinephrine Bitartrate Injection","Sun Pharmaceutical Industries, Inc.","800-818-4555","Injection, 1 mg/1 mL (NDC 47335-615-44)","New","09/20/2024","","","","","Cardiovascular","To Be Discontinued","","09/20/2024","09/20/2024","","","","","","",""
"Nortriptyline Hydrochloride Capsule","Teva Pharmaceuticals USA, Inc.","800-545-8800","Nortriptyline Hydrochloride, Capsule, 75 mg (NDC 0093-0813-05)","New","05/23/2025","","Permanent discontinuation of specific package size/ SKU for business reasons.","","","Psychiatry","To Be Discontinued","","05/23/2025","05/23/2025","","","","","","",""
"Nystatin Topical Powder","Upsher-Smith Laboratories, LLC","800-654-2299","Nystatin, Topical Powder, 100000 [USP'U]/1 g (NDC 0832-0465-15)","New","04/28/2025","","","","","Anti-Infective; Dermatology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Nystatin Topical Powder","Upsher-Smith Laboratories, LLC","800-654-2299","Nystatin, Topical Powder, 100000 [USP'U]/1 g (NDC 0832-0465-30)","New","04/28/2025","","","","","Anti-Infective; Dermatology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Nystatin Topical Powder","Upsher-Smith Laboratories, LLC","800-654-2299","Nystatin, Topical Powder, 100000 [USP'U]/1 g (NDC 0832-0465-60)","New","04/28/2025","","","","","Anti-Infective; Dermatology","To Be Discontinued","","04/28/2025","04/28/2025","","","","","","",""
"Obeticholic Acid Tablet","Intercept Pharmaceuticals","1-844-782-4278","Ocaliva, Tablet, 5 mg (NDC 69516-005-30)","New","09/19/2025","","Business decision. Products will not be available after November 14, 2025.","","","Gastroenterology","To Be Discontinued","","09/19/2025","09/19/2025","","","","","","",""
"Obeticholic Acid Tablet","Intercept Pharmaceuticals","1-844-782-4278","Ocaliva, Tablet, 10 mg (NDC 69516-010-30)","New","09/19/2025","","Business decision. Products will not be available after November 14, 2025.","","","Gastroenterology","To Be Discontinued","","09/19/2025","09/19/2025","","","","","","",""
"Ondansetron Hydrochloride Tablet","Actavis Pharma, Inc.","800-545-8800","Tablet, 4 mg (NDC 45963-538-30)","New","11/04/2024","","","","","Gastroenterology","To Be Discontinued","","11/04/2024","11/04/2024","","","","","","",""
"Ondansetron Hydrochloride Tablet","Actavis Pharma, Inc.","800-545-8800","Tablet, 8 mg (NDC 45963-539-30)","New","11/04/2024","","","","","Gastroenterology","To Be Discontinued","","11/04/2024","11/04/2024","","","","","","",""
"Oseltamivir Phosphate Capsule","Genentech, Inc","800-551-2231","Tamiflu, Capsule, 30 mg (NDC 0004-0802-85)","New","07/08/2025","","Discontinuation of the manufacture of the drug","","","Antiviral","To Be Discontinued","","07/08/2025","07/08/2025","","","","","","",""
"Oxaliplatin Injection","Sandoz Inc.","800-525-8747","Injection, 5 mg/1 mL (NDC 0781-9315-70)","New","10/16/2024","","A business decision was made to discontinue this product.","","","Oncology","To Be Discontinued","","10/16/2024","10/16/2024","","","","","","",""
"Oxaliplatin Injection","Sandoz Inc.","800-525-8747","Injection, 5 mg/1 mL (NDC 0781-9317-80)","New","10/16/2024","","A business decision was made to discontinue this product.","","","Oncology","To Be Discontinued","","10/16/2024","10/16/2024","","","","","","",""
"Oxaliplatin Injection","Teva Pharmaceuticals USA, Inc.","800-545-8800","Injection, 50 mg/10 mL (NDC 0703-3985-01)","New","10/11/2024","","A business decision was made to discontinue this product.","","","Oncology","To Be Discontinued","","10/11/2024","10/11/2024","","","","","","",""
"Oxaliplatin Injection","Teva Pharmaceuticals USA, Inc.","800-545-8800","Injection, 100 mg/20 mL (NDC 0703-3986-01)","New","10/11/2024","","A business decision was made to discontinue this product.","","","Oncology","To Be Discontinued","","10/11/2024","10/11/2024","","","","","","",""
"Oxaliplatin Injection","Novast Labs","866-321-5031 (Ingenus Pharmaceuticals)","Oxaliplatin, Injection, 50 mg/10 mL (NDC 50742-405-10)","New","04/22/2025","","This product is distributed by Ingenus Pharmaceuticals. Customer service: customerservice@ingenus.com or 866-321-5031","","","Oncology","To Be Discontinued","","04/22/2025","04/22/2025","","","","","","",""
"Oxaliplatin Injection","Novast Labs","866-321-5031 (Ingenus Pharmaceuticals)","Oxaliplatin, Injection, 100 mg/20 mL (NDC 50742-406-20)","New","04/22/2025","","This product is distributed by Ingenus Pharmaceuticals. Customer service: customerservice@ingenus.com or 866-321-5031","","","Oncology","To Be Discontinued","","04/22/2025","04/22/2025","","","","","","",""
"Oxaprozin Tablet","Hospira, Inc., a Pfizer Company","800-533-4535","Daypro, Tablet, 600 mg (NDC 0025-1381-31)","New","07/17/2025","","Discontinuation of the manufacture of the drug.","","","Analgesia/Addiction","To Be Discontinued","","07/17/2025","07/17/2025","","","","","","",""
"Oxazepam Capsule","Teva Pharmaceuticals USA, Inc.","800-545-8800","Oxazepam, Capsule, 10 mg (NDC 0228-2067-10)","Revised","07/03/2025","","","Available","","Neurology; Psychiatry","Resolved","07/03/2025","","12/04/2024","","","","","","",""
"Oxazepam Capsule","Teva Pharmaceuticals USA, Inc.","800-545-8800","Oxazepam, Capsule, 15 mg (NDC 0228-2069-10)","Revised","07/03/2025","","","Available","","Neurology; Psychiatry","Resolved","07/03/2025","","12/04/2024","","","","","","",""
"Oxazepam Capsule","Teva Pharmaceuticals USA, Inc.","800-545-8800","Oxazepam, Capsule, 30 mg (NDC 0228-2073-10)","Revised","07/03/2025","","","Available","","Neurology; Psychiatry","Resolved","07/03/2025","","12/04/2024","","","","","","",""
"Oxybutynin Chloride Tablet","Upsher-Smith Laboratories, LLC","800-654-2299","Oxybutynin Chloride, Tablet, 5 mg (NDC 0832-0038-00)","New","05/14/2025","","","","","Renal","To Be Discontinued","","05/14/2025","05/14/2025","","","","","","","800-654-2299"
"Oxybutynin Chloride Tablet","Upsher-Smith Laboratories, LLC","800-654-2299","Oxybutynin Chloride, Tablet, 5 mg (NDC 0832-0038-01)","New","05/14/2025","","","","","Renal","To Be Discontinued","","05/14/2025","05/14/2025","","","","","","",""
"Oxybutynin Chloride Tablet","Upsher-Smith Laboratories, LLC","800-654-2299","Oxybutynin Chloride, Tablet, 5 mg (NDC 0832-0038-10)","New","05/14/2025","","","","","Renal","To Be Discontinued","","05/14/2025","05/14/2025","","","","","","",""
"Oxybutynin Chloride Tablet","Upsher-Smith Laboratories, LLC","800-654-2299","Oxybutynin Chloride, Tablet, 5 mg (NDC 0832-0038-50)","New","05/14/2025","","","","","Renal","To Be Discontinued","","05/14/2025","05/14/2025","","","","","","",""
"Oxycodone Hydrochloride Oral Solution","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Oxycodone Hydrochloride, Oral Solution, 5 mg/5 mL (NDC 0054-0390-41)","New","09/11/2025","","Hikma has permanently discontinued (NDC 0054-0390-41) for the 15 mL bottle configuration. Hikma will continue to distribute Oxycodone Hydrochloride Oral Solution 5 mg/5 mL in the 500 mL bottle (NDC 0054-0390-63).","","","Analgesia/Addiction","To Be Discontinued","","09/11/2025","09/11/2025","","","","","","",""
"Palivizumab Injection","Swedish Orphan Biovitrum AB","866-773-5274","Synagis, Injection, 50 mg/.5 mL (NDC 66658-230-01)","New","08/13/2025","","Discontinuation of the manufacture of the drug","","","Antiviral","To Be Discontinued","","08/13/2025","08/13/2025","","","","","","",""
"Palivizumab Injection","Swedish Orphan Biovitrum AB","866-773-5274","Synagis, Injection, 100 mg/1 mL (NDC 66658-231-01)","New","08/13/2025","","Discontinuation of the manufacture of the drug","","","Antiviral","To Be Discontinued","","08/13/2025","08/13/2025","","","","","","",""
"Pantoprazole Sodium Injection","Sun Pharmaceutical Industries Limited","800-818-4555","Pantoprazole Sodium, Injection, 40 mg/10 mL (NDC 62756-129-40)","New","12/05/2024","","Discontinuing for business reasons","","","Gastroenterology","To Be Discontinued","","12/05/2024","12/05/2024","","","","","","",""
"Pantoprazole Sodium Injection","Sun Pharmaceutical Industries Limited","800-818-4555","Pantoprazole Sodium, Injection, 40 mg/10 mL (NDC 62756-129-44)","New","12/05/2024","","Discontinuing for business reasons","","","Gastroenterology","To Be Discontinued","","12/05/2024","12/05/2024","","","","","","",""
"Pantoprazole Sodium Injection","Sun Pharmaceutical Industries Limited","800-818-4555","Pantoprazole Sodium, Injection, 40 mg/10 mL (NDC 62756-129-45)","New","12/05/2024","","Discontinuing for business reasons","","","Gastroenterology","To Be Discontinued","","12/05/2024","12/05/2024","","","","","","",""
"Parathyroid Hormone Injection","Takeda Pharmaceuticals USA Inc.","866-888-0660","Natpara, Injection, 50 ug/.08 mL, Injection, Powder, Lyophilized, For Solution (NDC 68875-0203-2)","Reverified","08/15/2025","Limited Availability","Takeda will be ceasing manufacturing of Natpara at the end of 2024 with a priority to maintain treatment continuity for patients enrolled in the U.S. Special Use Program until inventory is depleted or expired.","","Discontinuation of the manufacture of the drug","Endocrinology/Metabolism","Current","","","09/11/2019","","","","","","",""
"Parathyroid Hormone Injection","Takeda Pharmaceuticals USA Inc.","866-888-0660","Natpara, Injection, 75 ug/.08 mL, Injection, Powder, Lyophilized, For Solution (NDC 68875-0204-2)","Reverified","08/15/2025","Limited Availability","Takeda will be ceasing manufacturing of Natpara at the end of 2024 with a priority to maintain treatment continuity for patients enrolled in the U.S. Special Use Program until inventory is depleted or expired.","","Discontinuation of the manufacture of the drug","Endocrinology/Metabolism","Current","","","09/11/2019","","","","","","",""
"Parathyroid Hormone Injection","Takeda Pharmaceuticals USA Inc.","866-888-0660","Natpara, Injection, 100 ug/.08 mL, Injection, Powder, Lyophilized, For Solution (NDC 68875-0205-2)","Reverified","08/15/2025","Unavailable","The 100 Mcg Cartridge Is No Longer Available And Takeda Is Unable To Resupply Prior To Ceasing Of Manufacturing Of Natpara At The End Of 2024.","","Discontinuation of the manufacture of the drug","Endocrinology/Metabolism","Current","","","09/11/2019","","","","","","",""
"Parathyroid Hormone Injection","Takeda Pharmaceuticals USA Inc.","866-888-0660","Natpara, Injection, 25 ug/.08 mL, Injection, Powder, Lyophilized, For Solution (NDC 68875-0202-2)","Reverified","08/15/2025","Limited Availability","Takeda will be ceasing manufacturing of Natpara at the end of 2024 with a priority to maintain treatment continuity for patients enrolled in the U.S. Special Use Program until inventory is depleted or expired.","","Discontinuation of the manufacture of the drug","Endocrinology/Metabolism","Current","","","09/11/2019","","","","","","",""
"Peginterferon alfa-2a Injection","pharmaand GmbH (pharma&)","800-506-8501, email: medinfo.us@pharmaand.com","Pegasys, Injection, 180 ug/1 mL (NDC 82154-0449-1)","Revised","08/19/2025","Limited Availability","Pegasys availability will become more limited through Q4 2025. Product replenishment is expected sometime in 2026 and before May 31, 2026.","","Shortage of an active ingredient","Antiviral","Current","","","01/24/2025","","","","","","",""
"Peginterferon alfa-2a Injection","pharmaand GmbH (pharma&)","800-506-8501, email: medinfo.us@pharmaand.com","Pegasys, Injection, 180 ug/.5 mL (NDC 82154-0451-4)","Revised","08/19/2025","Limited Availability","Pegasys availability will become more limited through Q4 2025. Product replenishment is expected sometime in 2026 and before May 31, 2026.","","Shortage of an active ingredient","Antiviral","Current","","","01/24/2025","","","","","","",""
"Pemetrexed Ditromethamine Injection","Pfizer Inc.","844-646-4398","Pemetrexed Ditromethamine, Injection, 100 mg Single Dose Vial (NDC 0409-1060-01)","New","07/17/2025","","Discontinuation of the manufacture of the drug.","","","Oncology","To Be Discontinued","","07/17/2025","07/17/2025","","","","","","",""
"Pemetrexed Ditromethamine Injection","Pfizer Inc.","844-646-4398","Pemetrexed Ditromethamine, Injection, 500 mg Single Dose Vial (NDC 0409-1061-01)","New","07/17/2025","","Discontinuation of the manufacture of the drug.","","","Oncology","To Be Discontinued","","07/17/2025","07/17/2025","","","","","","",""
"Penicillin G Benzathine Injection","Laboratorios Atral","Mark Cuban Cost Plus Drug Company: 682-428-8081","Lentocilin, Injection, 1200000 U/4 mL (NDC 84383-110-01)","Reverified","09/17/2025","Available","","","","Anti-Infective","Current","","","04/26/2023","","","","","https://www.fda.gov/media/182165/download?attachment","",""
"Penicillin G Benzathine Injection","Laboratoires Delbert","Provepharm: rahul.poria@provepharm.com","Extencilline, Injection, 1,200,000 units (NDC 81284-521-01)","Reverified","09/17/2025","Available","","","","Anti-Infective","Current","","","04/26/2023","","","","","https://www.fda.gov/media/180283/download?attachment","",""
"Penicillin G Benzathine Injection","Laboratoires Delbert","Provepharm: rahul.poria@provepharm.com","Extencilline, Injection, 2,400,000 units (NDC 81284-522-01)","Reverified","09/17/2025","Available","","","","Anti-Infective","Current","","","04/26/2023","","","","","https://www.fda.gov/media/180283/download?attachment","",""
"Penicillin G Benzathine Injection","Pfizer Inc.","844-646-4398","Bicillin L-A, Injection, 600000 [iU]/1 mL (NDC 60793-700-10)","Revised","08/25/2025","Unavailable","Next Delivery: October 2025; Estimated Recovery: December 2025","","Demand increase for the drug","Anti-Infective","Current","","","04/26/2023","","","","","https://www.fda.gov/media/188355/download","",""
